r_kpc,phi_mid,lap_phi,K_free_phi,V_eff,K_eff_phi
24.57453066332916,0.0021562260158134896,2.1426445602843213e-05,-2.1426445602843213e-05,0.005840249098064417,-8.833548558765449e-06
24.824780976220275,0.0020916725733025085,2.0367965952483274e-05,-2.0367965952483274e-05,0.0056771356034122965,-8.493257115906585e-06
25.07503128911139,0.002029670443512267,1.937161855237306e-05,-1.937161855237306e-05,0.005519870655226916,-8.168100231448298e-06
25.3252816020025,0.001970094818843603,1.8433189725614594e-05,-1.8433189725614594e-05,0.0053682044855042615,-7.857317882229658e-06
25.575531914893617,0.001912828147148473,1.7548789240925312e-05,-1.7548789240925312e-05,0.005221899362708638,-7.560193158359557e-06
25.82578222778473,0.0018577596443806223,1.6714822647014555e-05,-1.6714822647014555e-05,0.005080728969063071,-7.276049404253618e-06
26.076032540675843,0.0018047848443018758,1.5927966211707738e-05,-1.5927966211707738e-05,0.0049444778102609764,-7.004247596761801e-06
26.32628285356696,0.001753805182104237,1.5185144198152223e-05,-1.5185144198152223e-05,0.004812940656118598,-6.74418393429126e-06
26.576533166458077,0.0017047276091008137,1.448350824080051e-05,-1.448350824080051e-05,0.0046859220107141625,-6.495287615042878e-06
26.826783479349185,0.001657464235901659,1.3820418609637981e-05,-1.3820418609637981e-05,0.004563235610593536,-6.257018785086325e-06
27.0770337922403,0.0016119320017272025,1.3193427174160347e-05,-1.3193427174160347e-05,0.0044447039496615885,-6.028866639497539e-06
27.32728410513141,0.0015680523677249478,1.2600261899176641e-05,-1.2600261899176641e-05,0.004330157829422081,-5.810347662128627e-06
27.577534418022527,0.0015257510323469657,1.2038812721998069e-05,-1.2038812721998069e-05,0.004219435933275522,-5.601003990881059e-06
27.82778473091364,0.0014849576670188653,1.1507118677127894e-05,-1.1507118677127894e-05,0.004112384423633147,-5.400401897524895e-06
28.07803504380476,0.00144560567048716,1.1003356148085295e-05,-1.1003356148085295e-05,0.004008856560655083,-5.208130371832653e-06
28.32828535669587,0.0014076319403732163,1.0525828138881367e-05,-1.0525828138881367e-05,0.00390871234147116,-5.02379980129558e-06
28.578535669586984,0.0013709766605896618,1.0072954468563464e-05,-1.0072954468563464e-05,0.0038118181587934188,-4.847040738445829e-06
28.82878598247809,0.0013355831033908603,9.64326280229619e-06,-9.64326280229619e-06,0.003718046477879304,-4.677502748818691e-06
29.07903629536921,0.0013013974449337744,9.235380441042207e-06,-9.235380441042207e-06,0.003627275530853889,-4.514853333118156e-06
29.329286608260325,0.0012683685933206701,8.848026799971678e-06,-8.848026799971678e-06,0.0035393890274476444,-4.358776918013295e-06
29.57953692115144,0.0012364480281813232,8.48000651245782e-06,-8.48000651245782e-06,0.0034542758812531904,-4.20897391028801e-06
29.829787234042552,0.0012055896509308313,8.130203102967323e-06,-8.130203102967323e-06,0.0033718299506500325,-4.065159809765028e-06
30.080037546933667,0.0011757496449103654,7.797573177682919e-06,-7.797573177682919e-06,0.0032919497935901708,-3.927064376806525e-06
30.33028785982478,0.0011468863446830793,7.481141086487332e-06,-7.481141086487332e-06,0.0032145384354798183,-3.7944308503766187e-06
30.58053817271589,0.0011189601138164387,7.179994014766318e-06,-7.179994014766318e-06,0.003139503149433065,-3.667015213349628e-06
30.83078848560701,0.0010919332305360883,6.893277467128373e-06,-6.893277467128373e-06,0.003066755248212252,-3.5445855016844655e-06
31.08103879849812,0.0010657697806854738,6.620191108921217e-06,-6.620191108921217e-06,0.002996209887207009,-3.426921154544955e-06
31.33128911138924,0.0010404355574702491,6.359984934678013e-06,-6.359984934678013e-06,0.0029277858778393386,-3.313812402714718e-06
